"row ID","danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_min","Cluster","Silhouette Coefficient"
"Row2",0.7079233572097434,0.7449967500248068,0.5123800928533727,0.3910550193653196,0.11838033303144793,0,0.4353574197241839,0.5168734525043466,0.5574880092050334,0.10145320377699046,"cluster_3",0.09334573104008465
"Row12",0.5705534260796555,0.5295516602771012,0.4316458633034714,0.019995211055459365,0.4707477948703075,0.04729215798533151,0.3447425223449124,0.8040774873554036,0.5042132643879602,0.5912597302787461,"cluster_2",0.2758879656636591
"Row14",0.5569850462135201,0.2628435642603253,0.4102713838011344,0.19657459578510628,0.7799661491810332,0.6343041641627922,0.07010929474959168,0.4593262440127316,0.5603742316609761,0.45640229221609596,"cluster_0",0.384615109922479
"Row16",0.663368176105268,0.8306740716360839,0.5687125757728526,0.04583905395037455,0.0641635548888038,0.06436781991477407,0.17756524249304917,0.6824687884372962,0.5163341024858636,0.2891642722979244,"cluster_1",0.05091139809802431
"Row17",0.9057623692793942,0.7045716303029153,0.5256775212445042,0.008778804762461945,0.027381710669189374,0.15290413844865233,0.24332334649637627,0.6523229640234125,0.5654444578214084,0.15131241170599175,"cluster_2",0.04180107297082592
"Row19",0.96516811822309,1,0.5524137078695027,0.08514562517268986,0.0570210682768213,0.43783975427602584,0.3660385161081978,0.7364607262439725,0.5469196032954831,0.3914115242216575,"cluster_1",0.05540142767845425
"Row21",0.3744358971281865,1,0.6240416290306532,0.14002553677297785,0,0,0.18771879948296694,0.6242905976620162,0.8699882690422704,0.31959959564134544,"cluster_1",0.25893987073875835
"Row22",0.33183435655539567,0.21276798920878529,0.3228425450950943,0.09442966569936734,0.8916395157991261,0.9476125620349531,0.16298096864364764,0.763858091352819,0.390798903546847,0.20843285509737458,"cluster_0",0.4354206866318747
"Row23",0.7361024106289699,0.748941954450503,0.3582962852362012,0.38216993368404967,0.14290889889636937,0.08430504411010069,0.40071143613152904,0.5810353200547886,0.4423824830804845,0.4119228402049856,"cluster_3",0.11512982927652761
"Row24",0.546229879020321,0.5311043470748134,0.5025058415440494,0.13966521274381116,0.18730890787176055,0.12802849735596417,0.44118666213211927,0.6260092205054859,0.51161532137371,0.23880758842156624,"cluster_2",0.1250665374530919
"Row25",0.8725365871177098,0.7925035721756847,0.6049493389757075,0.17248439247525327,0,0,0.24183690725395734,0.7186514681643259,0.5180934394563674,0.5238070941345673,"cluster_2",0.05643098370716931
"Row38",0.7966310950532849,0.5006175925277248,0.5576860898631083,0.03137141547927438,0.07177966706374089,0.013791893705313122,0.15597674267063713,0.5923166683655262,0.5865240543112278,0.29988551675314035,"cluster_2",0.11950952773215301
"Row44",0.30772110780840556,0.20686608291349576,0.14397564057962398,0.13259979035157626,0.7758429395770041,0.8576336036923982,0.5632883416404999,0.2733176485353222,0.2556199591154686,0.36462116887713947,"cluster_0",0.45282653499450626
"Row45",0.5546429322084984,0.24287432005293524,0.9821785421558757,0.06693658210373103,0.6785195760646306,0.7033759518869602,0.44028805097211265,0.001889393903280412,0.3111252310082061,0.4728126205821106,"cluster_0",0.20799280096085096
"Row46",0.7905108323096867,0.6472731716302796,0.3210617773594029,0.5911732013339775,0.07228785637495866,0.06446520887085144,0.6057475328070695,0.7189847544321637,0.38133490248315394,0.22388331000086104,"cluster_3",0.2343956853131851
"Row47",0.6560947553718623,0.700913656249613,0.5112688651876627,0.23394581023675173,0.5283912207628401,0,0.5293228508008265,0.20109729644259405,0.27348754019107696,0.20463800652458836,"cluster_2",0.05213942401142949
"Row48",0.5110985966338615,0.48666199748909494,0.3847523803572055,0.3530589854785619,0.4622814071776953,0.1417244075995327,0.4186119513629224,0.48064223431741565,0.37727047821758936,0.45289763794593463,"cluster_2",0.11643425738163311
"Row49",0.8481582406186103,0.7103306609045464,0.6884384690123652,0.48774002607668576,0.021132001825900748,0,0.021617400480353533,0.8147030401394079,0.5000109847940457,0.265530975850094,"cluster_3",0.17765641485113504
"Row56",0.6515541862959102,0.6749225224595734,0.5157594428154595,0.05137508414622409,0.2902732151510085,0.10425222826663229,0.292243889607618,0.9222251046058936,0.46636712711899125,0.38694380754058744,"cluster_2",0.28051732833885334
