"row ID","Prediction (popularity)"
"R^2",-1.0435864302421645
"mean absolute error",19.795149999999964
"mean squared error",708.9639499999973
"root mean squared error",26.626376959699144
"mean signed difference",1.105950000000005
"mean absolute percentage error",NaN
"adjusted R^2",-1.0435864302421645
