"row ID","danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_min","Cluster","Silhouette Coefficient"
"Row52",0.6498569333355092,1,0.42166259381887194,0.07820746449730319,0,0.0320872840168667,0.38474462202545323,0.3411384280269802,0.770181971772329,0.27427188336102404,"cluster_2",0.18565250685941964
"Row53",0.568876035104201,0.6095711538509575,0.7183479602094865,0.1026354785147269,0.19946702112038733,0.06432294372391721,0.399669837123271,0.27212300255207345,0.5710624900838097,0.2881374309194058,"cluster_2",0.16051897999146209
"Row55",0.6616782533035113,0.6528505737189589,0.639224496630976,0.6100514427570968,0.1980038221256284,0.06446520887085144,0.512338200160705,0.7093314776370567,0.36782941302757605,0.473501433432297,"cluster_3",0.2634417117036268
"Row57",0.6249018150927433,0.7733512195085798,0.49890395554566247,0.23176902187486603,0.2695084475972947,0,0.19080947489679495,0.756531886392983,0.48873166323170986,0.4232882522330612,"cluster_5",0.0034904545240245794
"Row62",0.6269419331569779,0.5162957472495615,0.43729120645962544,0.2761882425763739,0.43182697875515735,0.1877365860588827,0.395745681525408,0.5961061863819411,0.45874479681134545,0.5417736293102624,"cluster_5",0.22146459476086688
"Row66",0.18337605679681618,0.6835410525120993,0.17294266853391393,0,0.9328017340063999,0.8598356620517911,0.12927979602375786,0.556253467094903,0.48211019444172615,0.30172553996868456,"cluster_1",0.2242790447984373
"Row69",0.6911001110438757,0.6835410525120993,0.42866647902871347,0.19699976592703977,0,0.3296601789345085,0.25284348345187424,0.5961916430423269,0.5000109847940457,0.28391845221201406,"cluster_4",0.15022307564910203
"Row70",0.33396286282449444,0.3742746372629624,0.37970321714452576,0,1,0.17018898324605372,0.26212895716712653,0.5540328758491797,0.4990051513561085,0.08967641740783144,"cluster_0",0.2852830066917483
"Row73",1,0.7384045312052135,0.45614458686061155,0.27175527640030783,0.04466073353984329,0.0651421910421389,0.21543295607717125,0.831739245557059,0.553750946999015,0.36678008693073283,"cluster_4",0.20135929089716048
"Row78",0.8079168092658695,0.69031401038697,0.5699268080104931,0,0.25995932096429775,0.03771907807183942,0.46448564376111195,0.21556169327094665,0.6655805947085875,0.36264083193285357,"cluster_2",0.05796809621695138
"Row80",0.6766476266435021,0.48283941047234197,0.6450492615432717,0,0.516316255828684,0,0.2881629393409965,0.7293143615455221,0.5267416009164836,0.44321917961113966,"cluster_5",0.24522294171304226
"Row89",0.6055151602457324,0.6541427139551068,0.2808232849217447,0.00179466483234278,0.7333997480932251,0.7057234270011813,0.2555660231566919,0.859025076332814,0.5297913429181951,0.2849644272808156,"cluster_0",0.12977795610910367
"Row94",0.771540146632909,0.8383801972591443,0.5687290187354594,0,0.007279752741749482,0.008472995542270764,0.0979940409867819,0.7899893094994306,0.6540646474499145,0.5575684906388421,"cluster_4",0.21170937590147437
"Row97",0.7007072520349369,0.6762873203413251,0.38337797302390947,0.8207568224319318,0,0.006792918987475729,0.2976671378935878,0.42056419918742527,0.2327455502276709,0.31882149223650524,"cluster_3",0.3945154731974976
"Row102",0.6269419331569779,0.6167824040133295,0.5187899426049962,0.27853051983897564,0.5232568186031694,0,0.27106711276089834,0.8623869925732449,0.44612890577930303,0.613330442020135,"cluster_5",0.2198919334613739
"Row105",0.853357967769125,0.8545772773990091,0.4265418234060997,0.47696905993094996,0.04549725300261812,0,0.16315282051028604,0.2358819058504335,0.44401612306737154,0.43127975687457554,"cluster_3",0.20618396889968327
"Row106",0.26692124225158864,0.5315100924112619,0.333329013589964,0.38626991567347463,0.7522902881611133,0.11476410425576296,0.5548093222996879,0.8509139332238684,0.6343935332441242,0.5560760627967715,"cluster_0",0.07877768806931111
"Row112",0.8753117615546193,0.69948526921969,0.5881060493268215,0,0.10597159789202316,0.2471486814162013,0.03068917342274518,0.7747109031685757,0.508042067991163,0.266398369809588,"cluster_4",0.19478040530993063
"Row113",0.6845350511824141,0.7182778616291948,0.5953739419183613,0.3594893321082137,0.14008226579541733,0,0.08859052114222264,0.6413024078851649,0.4802461307127917,0.6711141866746604,"cluster_4",0.030743401818315485
"Row116",0.7247957331461055,0.9496057678857578,0.5395362258924297,0.2747613042792225,0.12814266126328838,0.11822189400977756,0.3792786844206199,0.373046501751369,0.5244348359286342,0.5304751851981772,"cluster_2",0.06365807913333138
"Row133",0.6269419331569779,0.4968175807316296,0.32342133333233086,0.289984287822309,0.5402775791462879,0.10236533817923052,0.13499815662893855,0.8723033740423686,0.3970890341725618,0.2083945877168087,"cluster_5",0.15899626470584177
"Row135",0.8206591060292071,0.6229153683522565,0.5405394144024135,0.6414954744844424,0,0,0,0.49675190738300684,0.39415355815250375,0.4155327297717033,"cluster_3",0.3376555571201404
"Row139",0.5350458644571845,0.45928900693767083,0.49164843124829977,0.17809138567791807,0.4106328064896276,0.16367173723966955,0.05842465044148867,0.3935886114977588,0.5792298642801414,0.27859290841659157,"cluster_5",0.11699995908273106
"Row144",0.5270928162757231,0.6084730265720543,0.4982175400595912,0.06080282877214447,0.24953698103180982,0,0.25489929786395543,0.34942064533898703,0.559428067335636,0.20483572132417893,"cluster_2",0.043198645487062724
"Row151",0.5107382260040523,0.714282208726477,0.43425632625781935,0.039752135237744755,0.1238356946162136,0,0.42812534793010143,0.2885167749339788,0.5073518381829467,0.38482634581594033,"cluster_2",0.20800886910021837
"Row155",0.6766221432713382,0.5915877676443129,0.48464138270472246,0,0.5196078000975146,0.06959410659166439,0.11801675724832363,0.6566267788506346,0.5060295293407253,0.4665590928079647,"cluster_5",0.2426215385533538
"Row157",0.8158449921582038,0.6835410525120993,0.5232397645794793,0.27922046542489604,0.2098132217797176,0,0.2976671378935878,0.724627848641905,0.5270665908218053,0.5513277186582182,"cluster_4",0.12116808829853547
"Row164",0.278298776637003,1,0.7183479602094865,0.26909911822495675,0.06023817710780289,0.055338742268725885,0.16095176082310508,0.4283771157898636,0.6896920021170014,0.5838039689651544,"cluster_2",0.30124237892341893
"Row167",0.7127653210330066,0.7545754203570856,0.6287553639918858,0.054122842189300496,0.17318489072570326,0.11557155955818396,0.6008116998170655,0.6559904595822036,0.4956205633745348,0.42127921475335084,"cluster_4",0.13517756632433248
"Row168",0.6625395052789915,0.5964669083148255,0.6219333676259045,0.12028055479341591,0.2771923660855946,0.059360475966135806,0.41228667896771337,0.4451066433199199,0.6015488602740839,0.42016308282017845,"cluster_5",0.0610760229690986
"Row173",0.6542107573819906,0.6132152139190346,0.61946671544413,0.24151089581937013,0.2462521127266038,0.17563107667615707,0.30607796126970693,0.6116238294645363,0.39169260722740784,0.14968923698032105,"cluster_5",0.03250793882046629
"Row175",0.7631019659030496,0.7681530091690157,0.5041839560902797,0.06833521253895783,0.3546016976648436,0,0.5669056378930607,0.7995640633241801,0.5428039800783284,0.4476103615310779,"cluster_5",0.0030074828383242483
"Row176",0.9242987277267127,0.7864749004720091,0.48461538969885437,0.6011857709373762,0.18199947913732833,0,0.47693074922273054,0.9045808741929042,0.3435559440872802,0.18448704170825586,"cluster_3",0.1704077230961735
"Row177",0.8796851820595307,0.7279211310643114,0.893619821074548,0,0.11459888268763119,0.2647398331155282,0.21928506184978083,0.33397434990755803,0.5112716668615305,0.38326057216111853,"cluster_4",0.05562038569984503
"Row178",0.6692191726864892,0.8475846224097573,0.5114843671277066,0.16976130947679907,0.27484462752620537,0.04720410356551123,0.39353528432290213,0.9452276990799292,0.44983420530782087,0.2948150888281572,"cluster_4",0.06349586311995548
"Row179",0.6758763931109405,0.3439836257568965,0.3234991781054015,0.24485570694282222,0.5125354138401297,0.4409301900223074,0.4162819549795957,0.6013557279768461,0.6005454652135092,0.0755398092371079,"cluster_0",0.12984659210989932
"Row181",0.6862776423274097,0.6309959339497054,0.39864571267788473,0.15872296624371104,0.3126899375333223,0,0.06347660877391763,0.8699788949753468,0.36595354430559845,0.2975862849708052,"cluster_5",0.1083622064980321
"Row189",0.6153150479640713,0.8537253877314828,0.582075832050619,0.08366141456520208,0.188706210103124,0.21632488914461723,0.48280065103843384,0.6895174169512465,0.6294085699019041,0.2250281424694578,"cluster_4",0.07050355335518863
"Row191",0.740083521797885,0.9089850545052771,0.5177655667925909,0.14296133659492513,0,0.34317321668012574,0.41015709514508636,0.5561610357147345,0.5274352114381251,0.4751788202804361,"cluster_4",0.0912817433798897
"Row195",0.6752799758713036,0.7248191923282067,0.515538144381902,0.7946367806391572,0.21431180735786876,0.0478954509385782,0.3856443702185548,0.7496300770550751,0.5000109847940457,0.4543900657880051,"cluster_3",0.3249053472162175
"Row198",0.7552968682943592,0.6904105984151714,0.5483230064280884,0.021861533453001215,0.061061550342947434,0,0.256282970167535,0.6637753831193831,0.5377160332713748,0.4514721780198545,"cluster_4",0.22141809496255266
"Row200",0.7919760029481488,0.4995134483789588,0.5129081033435305,0.02429018246720054,0.2103280300843887,0,0.45077027983629747,0.5175689588106698,0.41680216293529204,0.2914666930286399,"cluster_5",0.04549290691898206
"Row202",0.5375466522209837,0.8971208301804835,0.7605836645545327,0.13028680000770745,0.2784963907487608,0.2500767132289651,0.6671404500254718,0.3261432184399923,0.6807221944207857,0.16503126763887077,"cluster_2",0.1732766368369138
"Row204",0.6269419331569779,0.4580651981425648,0.28677055030100645,0.20966393822819637,0.6990328769242121,0.5253753223088893,0.15960024331424336,0.46699786165748136,0.5618195029979243,0.5590354068938685,"cluster_0",0.20378069134832186
"Row205",0.5994955792803336,0.8167201679072688,0.5218686124292706,0.056135956810745444,0.11165061492945286,0.121199004977368,0.5629285540102354,0.4691347102955499,0.5681834490722637,0.20846793352955995,"cluster_2",0.08643410562570313
"Row210",0.3268575754240989,0.15713962728026262,0.23824829233239064,0,0.5602251339560682,0.5107091223279421,0.26778444216101716,0.10542901344272898,0.4160297103346539,0.4942327868538793,"cluster_1",0.16132325526170446
"Row213",0.5239916182714912,0.5031176549347567,0.419485133186026,0.19066715207136806,0.6712662542086023,0.4770356718276875,0.12814040080517428,0.5854322698387285,0.5336252479657297,0.28517170892554766,"cluster_0",0.24694508628186898
"Row214",0.5809303048171301,0.2509887309422051,0.4082742520472456,0.1188425551649075,0.4210630930547131,0.4811691991376399,0.23014939225783995,0.8831531486010284,0.5634075123934994,0.19102757483664617,"cluster_0",0.08150005644990288
"Row219",0.8624257435838412,0.6492883325996297,0.6650940606689356,0.752245972180209,0.275734517472076,0,0.6291375671937117,0.602641375734356,0.5198026270457625,0.310546171189127,"cluster_3",0.2987488914281022
"Row226",0.7649091627737209,0.6666479557004227,0.43743867542225146,0,0.13320915521286655,0.03264427919361055,0.28277019029079214,0.7376049608078963,0.40494359464976,0.4699585117815698,"cluster_4",0.1064188238207529
"Row231",0.7577259038498495,0.811395253861428,0.5696935394519992,0.10609402426101082,0.2231947464358331,0.07348649212930136,0.20819728698629167,0.4694615664724162,0.5777192291919315,0.3937426454877976,"cluster_4",0.08389723722909195
"Row238",0.940780677381682,0.9688885465072802,0.6675626699254977,0,0,0.33808245521861624,0.3822753546173316,0.7694541234390445,0.8373466090975781,0.3478473003957485,"cluster_4",0.17108993110363097
"Row243",0.6651924283776912,0.727837815042188,0.568314776079335,0.12880041141747625,0.20783460924829597,0,0.7359925959374711,0.6797617324688487,0.43897781467775815,0.45049954876380427,"cluster_4",0.03218317025434971
"Row249",0.5599465354993335,0.6835410525120993,0.440118524876846,0.1196387135142656,0.3463776921086409,0.1616134092517818,0,0.6314843198683094,0.5113283805400981,0.45548706403089456,"cluster_5",0.13171868873420914
"Row250",0.8795439024835979,0.615761994491881,0.5924431435020395,0.8071431905574069,0.19786012269331152,0.006152919413538193,0.2684062475940558,0.49649902987301936,0.5000109847940457,0.2926497928778027,"cluster_3",0.4167205534315744
"Row251",0.3367245171486629,0.29574387200303576,0.35766988112221176,0.2527116488996472,0.483513364790466,0.20793253476228912,0.4981855742291955,0.5924419276761228,0.47450637436328696,0.4231415606075585,"cluster_0",0.09075404994300426
"Row255",0.862345081149594,0.9221772362987687,0.6551704821199493,0.1510765553531964,0.21705576833974663,0.3149003263961365,0.2976671378935878,0.6239962303084845,0.7439564135670005,0.2693035017842167,"cluster_4",0.15271548304888746
"Row256",0.7804441002573114,0.25325259765333236,0.5241090211647121,0,0.5665166147363523,0.47654984132667405,0.5045882890211595,0.540565548284736,0.6008013635860008,0.4693653673827982,"cluster_0",0.15530577353491823
"Row258",0.7264176464534033,0.8098381771099932,0.43502403770167514,0.5519926770262406,0.10408328932866785,0.018909808147204193,0.2690797636266384,0.6093729671643885,0.45159962919943014,0.48809406122143106,"cluster_3",0.2526034270728996
"Row263",0.40791474664518046,0.5059993000940681,0.40867308565615834,0.07228461287691831,0.6586421167036689,0.11692803044708056,0.3139335345313678,0.8209802007189,0.42093538344303033,0.711977371222292,"cluster_0",0.0030395677180515253
"Row264",0.8661833654105107,0.8268841966453869,0.6370502381081098,0.12863145419244684,0.08139047496527263,0.036608600825935804,0.4537148553142957,0.616591894883509,0.5908257457390882,0.5911257944467654,"cluster_4",0.2272750544680681
"Row265",0.37728975796734904,0.7836446347750838,0.5793941178395097,0.1070193236231159,0.112689860067506,0.06771821581407331,0.07166981964112806,0.31200565590451024,0.37256367205909907,0.5179298622693195,"cluster_2",0.23044338998469424
"Row267",0.8275906385083222,0.37933002705192176,0.46436031434935227,0.1922622142695329,0.27259939976406694,0.09958472860242408,0.06489048043937587,0.7187046131194995,0.4116089356595101,0.4801918471345705,"cluster_5",0.10273632227592534
"Row270",0.6261595808986755,0.6088356259023655,0.41346960657368603,0.21402609800361375,0,0,0,0.637089546081366,0.5020222767305067,0.33578988656910613,"cluster_4",0.0951238855590534
"Row278",0.7140018994403574,0.679160566646528,0.36314445996500194,0.16866819241573616,0.45620400106820824,0.034042898366287835,0,0.6864523227970192,0.4596166960966533,0.4596326969255349,"cluster_5",0.16733947882732256
"Row279",0.4850649552958189,0.5280244106051248,0.47737622514715483,0.1119195306839912,0.7932373838687874,0.5055753555691163,0.3253127115270194,0.6857112581578171,0.5800818071032352,0.4718623139647239,"cluster_0",0.2812151639635306
"Row280",0.5437734548851821,0.8913566214609531,0.717679635113292,0.010115947852723876,0.1203085041397579,0.06105838912419024,0.06386784143681233,0.38278010636164184,0.7328756387481348,0.2614204213876391,"cluster_2",0.2165507060453696
"Row286",1,0.5870462035977703,0.4062983923980368,0.5459080211293387,0,0.0700879563605848,0.2976671378935878,0.5542686371774739,0.24917558530643308,0.336708303702688,"cluster_3",0.3060832041379239
"Row288",0.7105119189762532,0.6305051068437104,0.5226041212360639,0.23841093737620253,0.08787689125569423,0.002952700477674137,0.659032126191237,0.5810353200547886,0.37770963022064186,0.4951193145036562,"cluster_4",0.06900878350532572
"Row290",0.05609358551074328,0.21595772254048176,0.28970793554801494,0.036355940956492916,0.63408407345447,0.9751723555578042,0.28148877183190696,0.40899605750079854,0.27399795239087865,0.40868286865040526,"cluster_1",0.45649388984435296
"Row301",0.5450256726470244,1,0.6247330509364208,0.08082769474169979,0,0.4087678502642396,0.4112262948647584,0.5273793920596158,0.7865555188745039,0.4631883743697841,"cluster_2",0.1550530272749655
"Row310",0.6185392398714301,0.5796136892146192,0.5052044347287304,0.09691327998908995,0.19946702112038733,0,0.17222772619607593,0.835445433810872,0.4597537678849594,0.5118995608818081,"cluster_5",0.057260263987876536
"Row316",0.44448606611056146,0.6418314143833176,0.4822000656369876,0.22763268957621852,0.3661730920937363,0.04920456892719351,0.38860417137099335,0.6514253750786849,0.48365814058590134,0.37390738656113376,"cluster_5",0.24510081325610117
"Row325",0.8815972117721378,0.5486545777777229,0.7183479602094865,0.20790715901124973,0.2740668946882069,0.12736573080346522,0.4602703493237629,0.6334196604488477,0.6019692571866331,0.41920639830603057,"cluster_4",0.0673393130152475
"Row326",0.6890950696311144,0.5434894949508844,0.5252135891113332,0.0756267114586308,0.4537360497917249,0.06446520887085144,0.12613217798657303,0.5810353200547886,0.3702154130341526,0.29690385001737984,"cluster_5",0.24169307297033266
"Row327",0.7136349831232024,0.7821772685066839,0.5383964931950189,0.5712593547615535,0.12794455692883014,0.06766176678705736,0.13961474247849848,0.6809377520999931,0.5069056319632441,0.17801985439261697,"cluster_3",0.1963826675857121
"Row330",0.7463694873564646,0.7035489128800065,0.5953433212751352,0.36132653895660205,0.09902641580658997,0.022647138025854753,0.2527363406269266,0.7436910758523818,0.43179493081352516,0.5706878242761885,"cluster_4",0.05404133220942964
"Row332",0.778006758920891,0.8373017491002762,0.5249046136289539,0.3230922959931755,0,0.3117436941788529,0.357950266564289,0.7892278878803274,0.5129664714537274,0.27748953227694106,"cluster_4",0.19129083871007088
"Row334",0.28287174333996046,0.3758539251255244,0.2432582281101407,0.08365647840176403,0.7901660975479987,0.15012909098104568,0.30637413510898637,0.6435110707419873,0.5351738735095426,0.6919093190638524,"cluster_0",0.2271953905490136
"Row335",0.6670338461786134,0.7025077222392964,0.4936214385143132,0.09136072680683577,0.24371791634794082,0.05205534696685654,0.39154546282660585,0.20666712681885863,0.3351156278677891,0.5200824024261519,"cluster_2",0.04399280415096696
"Row337",0.34743065813911095,0.6703248825963816,0.5524966298831739,0.16509850785774502,0.17201673979708465,0.009315019737945518,0.21846564790391498,0.5185492242726892,0.4621540490194938,0.5203534630384937,"cluster_2",0.09684808037151234
"Row338",0.51883216950701,0.8719057806498219,0.6863694065332264,0.1586307043012206,0,0.1674024245854209,0.3668122039474049,0.4035459138900389,0.6650621426725805,0.3772334597219875,"cluster_2",0.27196552343282526
"Row340",0.6349136837207382,0.7349407557329921,0.43998870553214475,0.11224953637208246,0.31619738454880375,0.07611958255397716,0.3849458474972579,0.7543707531541357,0.5033816364157149,0.44219233823262105,"cluster_5",0.08338018985882867
"Row341",0.5301852493333793,0.30081817945047334,0.4294633765906813,0.09550628257676187,0.6970131826816331,0.4971311390218517,0.34042664236839953,0.47820387715597856,0.609267085181429,0.2980104151054107,"cluster_0",0.21092108484670152
"Row343",0.39504184130023634,0.24594822623228152,0.2667375965095371,0.2352211861708489,0.8678410100524125,0.7325973435400676,0.04892153942734628,0.5127972031225358,0.4594111662958899,0.5914191776977705,"cluster_1",0.21262854867318692
"Row346",0.6185192274607064,0.6983081240911994,0.5579763497826277,0.1890250292130591,0.1601406174831435,0.0738395639689789,0.45211797068065307,0.4924065017258299,0.5000109847940457,0.21242860741813174,"cluster_2",-0.010706033120814862
"Row353",0.611749648513037,0.5121184933538838,0.5241090211647121,0.1964847411673297,0.34343300176136793,0.04915837822771929,0.40718275921832897,0.812317065811326,0.49778463410322443,0.25960909870751925,"cluster_5",0.197379868098892
"Row354",0.5341378522153417,1,0.566678760193738,0.22182579990647144,0.050377727228759196,0.21839922947509466,0.46194127976811444,0.1399893915225486,0.7020291633953772,0.3531632773460296,"cluster_2",0.28974224459090514
"Row358",0.5362237301489124,0.4680126071421016,0.3244040767930252,0.1303815888333733,0.7353692695358595,0.7990328160835073,0.43294888896861844,0.4727901602954237,0.4917861875093768,0.31760650290353754,"cluster_1",0.14820892604431773
"Row365",0.730371622690505,0.6491075421299081,0.6048841285336919,0.16730098640182722,0.06174612955295479,0.007871591597041476,0.4987798444763577,0.5810353200547886,0.5588097427944341,0.3429139972511265,"cluster_4",0.18282530006928735
"Row368",0.4326997348489202,0.8479638861256336,0.5824145624652607,0.1612873870756343,0.06795175490225457,0.12782617397663382,0.37118971739881235,0.47657592644626057,0.6878096852287205,0.4477634310533416,"cluster_2",0.3026527902088296
"Row371",0.6009547727067439,0.6335565816237433,0.4660998470928886,0.19063598528063233,0.3142355546516554,0,0,0.8136450011779129,0.6265247826644085,0.09637320900686586,"cluster_5",0.07165505986127516
"Row377",0.5734391158297386,0.6129190895949876,0.4103454023122976,0.05437880602206382,0.17534765923039883,0.07310919576157492,0.171805558120233,0.6754112348234693,0.5233491618015647,0.44903582145715815,"cluster_5",0.05341597494553482
"Row378",0.6596965114997664,0.7668963871177397,0.6583567575641295,0.8780047620614672,0,0.06591357480646311,0.23078092604349007,0.6675038065786048,0.29354634657736056,0.2014618139376178,"cluster_3",0.3451373249802047
"Row385",0.4245817152427093,0.7848843255603754,0.5190164040841468,0.1402319717474313,0.09166751868969507,0.023785076693697445,0,0.3057942228971676,0.5000109847940457,0.49808503649751423,"cluster_2",0.24156313851825464
"Row386",0.6884535610157722,0.7418554341960621,0.5715900119400061,0.27027343212553745,0.48863943809939625,0.06446520887085144,0.3998638521076952,0.7164304141141654,0.4311961905593361,0.29373403532717013,"cluster_5",0.16663520704126006
"Row388",0.4928685386891938,0.7373789030557347,0.462808320566623,0.1197040469227384,0.214123787836366,0.017287488500473056,0.15744977529619364,0.6509409734276628,0.40111118263779505,0.547740151730164,"cluster_5",0.07191172776352614
"Row391",0.7701789662603545,0.5448514151496725,0.5673823959666795,0.6802823756817625,0.1816460486108406,0,0.6306954681599614,0.7209962671750765,0.3935600117379353,0.3134640589572777,"cluster_3",0.2885957960693759
"Row395",0.8082409385037355,0.7074289724835996,0.5882754451477918,0.19421211156124243,0.07436606390646631,0,0.09641846673298579,0.6343643030752948,0.4555208086605002,0.2700943609825788,"cluster_4",0.21680335579629872
"Row396",0.7434637665704051,0.43772362630240225,0.5495655018746114,0.17657325686518896,0.19946702112038733,0,0.17497962148893273,0.5807687836227062,0.5583079238604913,0.29448343819658596,"cluster_5",0.05346835693475425
"Row402",0.5691326236770703,0.4667993873937025,0.41779440506588444,0.1855244509693687,0.5274157073472615,0.07171305172753756,0.26330577265884997,0.6955474302682423,0.48028072537831695,0.4143273072838771,"cluster_5",0.19787799467336084
"Row411",0.6747068597428199,0.9087669830579476,0.41183401206057063,0.06840106758770759,0.09809864653559743,0.2673012106633545,0.24567176527420545,0.1392395675134686,0.6858096848838353,0.22388968789762198,"cluster_2",0.19556872275717915
"Row415",0.417860871793783,0.6128234525370116,0.5505151764823412,0.024477686159167702,0.43144911220624926,0.04411083284994572,0.5641581831063713,0.5217190426533366,0.6213267387081387,0.03958760519543475,"cluster_5",0.07774653868652241
"Row418",0.7840462865881264,0.8822312297253158,0.46897820907406157,0.26563101444191334,0,0.11604244316374038,0.2807117610460068,0.605156296353969,0.5734436923669146,0.5781403966413996,"cluster_4",0.17465855305430583
"Row424",0.9309142867631233,0.8987267346913697,0.5434043791847983,0.03869918014599996,0.14574208416585666,0.10012469568363067,0.4060317660853521,0.4351432872667691,0.6532025066055822,0.4058191930047228,"cluster_4",0.12904831025327035
"Row427",0.8043678176089322,0.6366777766699648,0.5850101963394686,0.1756009400319124,0.35813197101448635,0,0.6654204412837932,0.5608475220890593,0.4151005321445166,0.3515432915687394,"cluster_5",0.06092792081949988
"Row428",0.760554666497403,0.5089310986224622,0.5471236649864271,0.1900579838103001,0.38230293823301026,0,0.37301178636453214,0.6842121262282455,0.4974168461238441,0.4720855403513583,"cluster_5",0.18736349452395895
"Row430",0.5561540506558222,0.679566315232387,0.4831383730374089,0.06720472223444966,0.006952777971090604,0.006160334500708978,0.2632600973248881,0.6255731729497076,0.5479885991912261,0.1551295829174414,"cluster_4",0.0453241555059548
"Row439",0.7956183116054943,0.5873218588732599,0.6295554591068598,0.7351010585692789,0,0.07613623795051845,0.1621384256033289,0.5120624840921022,0.4033363031973996,0.6433607689192335,"cluster_3",0.3518504375886381
"Row441",0.9748657870921549,0.7838187860144314,0.5078165335343413,0.5302242872521732,0.013912940360868237,0,0.35127938598302744,0.4650978125894843,0.36886423252654615,0.47469728907498177,"cluster_3",0.2934132049284442
"Row444",0.6499599926220242,0.37083425751175303,0.35121039995035996,0.23964514785348617,0.19946702112038733,0.0680435445468009,0.06128412701785466,0.47851692978497135,0.4278545676383725,0.33126476881718725,"cluster_5",0.13443431070667158
"Row445",0.5983477107335349,0.45553291495195886,0.5284463689490245,0.3228402873744493,0.46658255437758,0.06660360436025418,0.5610710187115884,0.4181915022410157,0.5831228676663578,0.11554516667038717,"cluster_5",0.1316479963221127
"Row446",0.7127685983537055,0.4830343861277484,0.5502118779822951,0.46716006758763867,0.06813273849777506,0.11960814828882967,0.4979008431927324,0.5451584658846074,0.39461743915233133,0.6524397049584959,"cluster_3",0.17624779814518038
"Row447",0.7652203241837966,0.8341324463332861,0.6374716216108556,0.5947501301171512,0.2223731832625946,0,0.4302293862633422,0.38218507557792303,0.5300780370010278,0.22994868982055794,"cluster_3",0.2639461582351197
"Row455",0.9368039142982737,0.7548675131691892,0.40925942566279216,0.4847675000413515,0.08614956385571051,0.06446520887085144,0.2976671378935878,0.6733348273059012,0.40000572670604534,0.33349384373515156,"cluster_3",0.19288217658495355
"Row458",0.05918298031836425,0.17024186829975252,0.21905883424970946,0.1964096067456984,0.894019620900662,0.7971527199395179,0.4449062423827078,0.23492912641073785,0.48841619887899906,0.26585943753328467,"cluster_1",0.3881989527790955
"Row460",0.6589734613073283,0.6835410525120993,0.4107095135338906,0.01934337165351436,0.6363108476143478,0.031012955269443688,0.207409676063231,0.7564533846836985,0.4437636920738027,0.5980458124324342,"cluster_5",0.19678869645292768
