"row ID","Mean Silhouette Coefficient"
"cluster_0",0.22933695746401142
"cluster_1",0.3942340094383253
"cluster_2",0.1139513173903594
"cluster_3",0.09652304194713004
"cluster_4",0.00505954423387289
"Overall",0.08828994404963605
