"row ID","TruePositives","FalsePositives","TrueNegatives","FalseNegatives","Recall","Precision","Sensitivity","Specificity","F-measure","Accuracy","Cohen's kappa"
"metal",680,194,18880,246,0.734341252699784,0.7780320366132724,0.734341252699784,0.9898290867148999,0.7555555555555555,,
"rock",1692,761,17050,497,0.7729556875285518,0.6897676314716673,0.7729556875285518,0.9572735949694009,0.7289961223610513,,
"k-pop",133,169,18919,779,0.14583333333333334,0.44039735099337746,0.14583333333333334,0.9911462699077954,0.21911037891268537,,
"latin",236,290,18964,510,0.3163538873994638,0.44866920152091255,0.3163538873994638,0.9849381946608496,0.371069182389937,,
"electronic",1250,318,18232,200,0.8620689655172413,0.7971938775510204,0.8620689655172413,0.9828571428571429,0.8283631544068919,,
"soul",62,151,19294,493,0.11171171171171171,0.29107981220657275,0.11171171171171171,0.9922345075854976,0.16145833333333334,,
"classical",855,22,19077,46,0.9489456159822419,0.9749144811858609,0.9489456159822419,0.998848107230745,0.9617547806524184,,
"jazz",888,10,19064,38,0.958963282937365,0.9888641425389755,0.958963282937365,0.9994757261193248,0.9736842105263157,,
"country",738,612,18301,349,0.6789328426862925,0.5466666666666666,0.6789328426862925,0.9676413049225401,0.605662700041034,,
"folk",670,129,19144,57,0.921595598349381,0.8385481852315394,0.921595598349381,0.9933066984901157,0.8781127129750983,,
"pop",1909,1942,15362,787,0.7080860534124629,0.4957153985977668,0.7080860534124629,0.8877716134997689,0.5831678631434245,,
"punk",173,94,19531,202,0.4613333333333333,0.6479400749063671,0.4613333333333333,0.9952101910828025,0.5389408099688473,,
"r&b",538,666,18065,731,0.4239558707643814,0.446843853820598,0.4239558707643814,0.964443969889488,0.4350990699555196,,
"gospel",74,96,19542,288,0.20441988950276244,0.43529411764705883,0.20441988950276244,0.9951115184845707,0.2781954887218045,,
"hip-hop",2230,152,17490,128,0.9457167090754877,0.9361880772460117,0.9457167090754877,0.9913841968030835,0.9409282700421939,,
"ambient",509,31,19424,36,0.9339449541284404,0.9425925925925925,0.9339449541284404,0.9984065792855307,0.9382488479262673,,
"blues",139,132,19526,203,0.4064327485380117,0.5129151291512916,0.4064327485380117,0.9932851765184658,0.4535073409461664,,
"drum-and-bass",298,31,19596,75,0.7989276139410187,0.9057750759878419,0.7989276139410187,0.9984205431293626,0.8490028490028491,,
"indie",325,268,19014,393,0.45264623955431754,0.5480607082630692,0.45264623955431754,0.9861010268644331,0.49580472921434027,,
"reggae",234,299,19158,309,0.430939226519337,0.43902439024390244,0.430939226519337,0.9846327799763581,0.4349442379182157,,
"Overall",,,,,,,,,,0.68165,0.6541345824592166
