"row ID","TruePositives","FalsePositives","TrueNegatives","FalseNegatives","Recall","Precision","Sensitivity","Specificity","F-measure","Accuracy","Cohen's kappa"
"rock",1695,494,17019,792,0.6815440289505428,0.7743261763362266,0.6815440289505428,0.9717923828013476,0.7249786142001711,,
"latin",187,559,19024,230,0.44844124700239807,0.25067024128686327,0.44844124700239807,0.9714548332737578,0.32158211521926056,,
"country",765,322,18196,717,0.5161943319838057,0.703771849126035,0.5161943319838057,0.9826115131223674,0.5955624756714675,,
"gospel",59,303,19579,59,0.5,0.16298342541436464,0.5,0.9847600844985414,0.24583333333333335,,
"hip-hop",2209,149,17533,109,0.9529767040552201,0.9368108566581849,0.9529767040552201,0.9915733514308336,0.9448246364414029,,
"blues",146,196,19542,116,0.5572519083969466,0.4269005847953216,0.5572519083969466,0.9900699158982673,0.4834437086092715,,
"classical",867,34,19072,27,0.9697986577181208,0.9622641509433962,0.9697986577181208,0.9982204543075474,0.966016713091922,,
"ambient",515,30,19430,25,0.9537037037037037,0.944954128440367,0.9537037037037037,0.9984583761562179,0.9493087557603688,,
"punk",198,177,19549,76,0.7226277372262774,0.528,0.7226277372262774,0.9910270708709318,0.6101694915254237,,
"k-pop",128,784,18937,151,0.45878136200716846,0.14035087719298245,0.45878136200716846,0.9602454236600578,0.21494542401343406,,
"folk",667,60,19167,106,0.8628719275549805,0.9174690508940853,0.8628719275549805,0.9968793883601186,0.8893333333333333,,
"metal",659,267,18890,184,0.7817319098457889,0.7116630669546437,0.7817319098457889,0.9860625358876651,0.7450537026568683,,
"pop",1958,738,15177,2127,0.4793145654834761,0.7262611275964391,0.4793145654834761,0.9536286522148916,0.5774959445509512,,
"reggae",193,350,19265,192,0.5012987012987012,0.35543278084714547,0.5012987012987012,0.9821565128728015,0.41594827586206895,,
"electronic",1253,197,18270,280,0.817351598173516,0.8641379310344828,0.817351598173516,0.9893323225212541,0.8400938652363393,,
"soul",548,721,18047,684,0.4448051948051948,0.4318360914105595,0.4448051948051948,0.9615835464620631,0.43822471011595365,,
"r&b",96,459,19214,231,0.29357798165137616,0.17297297297297298,0.29357798165137616,0.9766685304732374,0.21768707482993196,,
"jazz",894,32,19065,9,0.9900332225913622,0.9654427645788337,0.9900332225913622,0.9983243441378227,0.9775833788955713,,
"drum-and-bass",308,65,19600,27,0.9194029850746268,0.8257372654155496,0.9194029850746268,0.996694635138571,0.8700564971751413,,
"indie",287,431,19056,226,0.5594541910331384,0.3997214484679666,0.5594541910331384,0.9778826910247858,0.4662875710804224,,
"Overall",,,,,,,,,,0.6816,0.6536464745579962
