"row ID","TruePositives","FalsePositives","TrueNegatives","FalseNegatives","Recall","Precision","Sensitivity","Specificity","F-measure","Accuracy","Cohen's kappa"
"rock",1707,482,17006,805,0.6795382165605095,0.7798081315669255,0.6795382165605095,0.9724382433668801,0.7262284620293554,,
"latin",201,545,18982,272,0.4249471458773784,0.26943699731903487,0.4249471458773784,0.9720899267680647,0.3297785069729286,,
"country",752,335,18227,686,0.5229485396383866,0.6918123275068997,0.5229485396383866,0.9819523758215709,0.5956435643564356,,
"gospel",67,295,19558,80,0.4557823129251701,0.1850828729281768,0.4557823129251701,0.9851407847680451,0.2632612966601179,,
"hip-hop",2227,131,17517,125,0.9468537414965986,0.9444444444444444,0.9468537414965986,0.9925770625566637,0.9456475583864119,,
"blues",147,195,19540,118,0.5547169811320755,0.4298245614035088,0.5547169811320755,0.9901190777805928,0.4843492586490939,,
"classical",865,36,19069,30,0.9664804469273743,0.9600443951165372,0.9664804469273743,0.9981156765244701,0.9632516703786191,,
"ambient",512,33,19427,28,0.9481481481481482,0.9394495412844037,0.9481481481481482,0.9983042137718396,0.943778801843318,,
"punk",192,183,19536,89,0.6832740213523132,0.512,0.6832740213523132,0.9907196105279172,0.5853658536585367,,
"k-pop",160,752,18883,205,0.4383561643835616,0.17543859649122806,0.4383561643835616,0.9617010440539853,0.2505873140172279,,
"folk",678,49,19162,111,0.8593155893536122,0.9325997248968363,0.8593155893536122,0.9974493779605434,0.8944591029023746,,
"metal",659,267,18869,205,0.7627314814814815,0.7116630669546437,0.7627314814814815,0.9860472408026756,0.7363128491620111,,
"pop",1874,822,15375,1929,0.49276886668419667,0.6951038575667656,0.49276886668419667,0.9492498610853862,0.5767041083243576,,
"reggae",202,341,19251,206,0.4950980392156863,0.3720073664825046,0.4950980392156863,0.9825949367088608,0.42481598317560465,,
"electronic",1263,187,18251,299,0.8085787451984635,0.8710344827586207,0.8085787451984635,0.9898579021585855,0.8386454183266933,,
"soul",534,735,18076,655,0.44911690496215306,0.42080378250591016,0.44911690496215306,0.9609271171123279,0.434499593165175,,
"r&b",104,451,19207,238,0.30409356725146197,0.1873873873873874,0.30409356725146197,0.9770576864380913,0.2318840579710145,,
"jazz",892,34,19066,8,0.9911111111111112,0.9632829373650108,0.9911111111111112,0.9982198952879581,0.9769989047097482,,
"drum-and-bass",307,66,19596,31,0.908284023668639,0.8230563002680965,0.908284023668639,0.9966432712847116,0.8635724331926863,,
"indie",301,417,19046,236,0.5605214152700186,0.4192200557103064,0.5605214152700186,0.9785747315419,0.4796812749003984,,
"Overall",,,,,,,,,,0.6822,0.6547526341733056
